"Date","Amount_Theft"
"2016-04-19",171
"2016-04-20",150
"2016-04-21",155
"2016-04-22",164
"2016-04-23",135
"2016-04-24",151
"2016-04-25",162
"2016-04-26",138
"2016-04-27",132
"2016-04-28",157
"2016-04-29",160
"2016-04-30",145
"2016-05-01",161
"2016-05-02",176
"2016-05-03",155
"2016-05-04",125
"2016-05-05",175
"2016-05-06",179
"2016-05-07",167
"2016-05-08",125
"2016-05-09",146
"2016-05-10",135
"2016-05-11",174
"2016-05-12",160
"2016-05-13",186
"2016-05-14",161
"2016-05-15",158
"2016-05-16",166
"2016-05-17",144
"2016-05-18",176
"2016-05-19",158
"2016-05-20",169
"2016-05-21",166
"2016-05-22",172
"2016-05-23",175
"2016-05-24",169
"2016-05-25",149
"2016-05-26",173
"2016-05-27",187
"2016-05-28",189
"2016-05-29",144
"2016-05-30",169
"2016-05-31",155
"2016-06-01",181
"2016-06-02",178
"2016-06-03",177
"2016-06-04",162
"2016-06-05",170
"2016-06-06",169
"2016-06-07",150
"2016-06-08",175
"2016-06-09",148
"2016-06-10",195
"2016-06-11",195
"2016-06-12",196
"2016-06-13",177
"2016-06-14",170
"2016-06-15",168
"2016-06-16",195
"2016-06-17",183
"2016-06-18",185
"2016-06-19",174
"2016-06-20",172
"2016-06-21",190
"2016-06-22",162
"2016-06-23",184
"2016-06-24",198
"2016-06-25",192
"2016-06-26",166
"2016-06-27",171
"2016-06-28",185
"2016-06-29",183
"2016-06-30",204
"2016-07-01",182
"2016-07-02",155
"2016-07-03",167
"2016-07-04",144
"2016-07-05",168
"2016-07-06",173
"2016-07-07",195
"2016-07-08",203
"2016-07-09",174
"2016-07-10",164
"2016-07-11",155
"2016-07-12",184
"2016-07-13",172
"2016-07-14",185
"2016-07-15",228
"2016-07-16",182
"2016-07-17",135
"2016-07-18",195
"2016-07-19",194
"2016-07-20",193
"2016-07-21",201
"2016-07-22",187
"2016-07-23",199
"2016-07-24",182
"2016-07-25",201
"2016-07-26",231
"2016-07-27",200
"2016-07-28",169
"2016-07-29",211
"2016-07-30",248
"2016-07-31",242
"2016-08-01",201
"2016-08-02",189
"2016-08-03",188
"2016-08-04",170
"2016-08-05",205
"2016-08-06",192
"2016-08-07",196
"2016-08-08",198
"2016-08-09",155
"2016-08-10",170
"2016-08-11",189
"2016-08-12",207
"2016-08-13",193
"2016-08-14",193
"2016-08-15",204
"2016-08-16",212
"2016-08-17",215
"2016-08-18",199
"2016-08-19",191
"2016-08-20",214
"2016-08-21",172
"2016-08-22",186
"2016-08-23",172
"2016-08-24",195
"2016-08-25",192
"2016-08-26",200
"2016-08-27",207
"2016-08-28",188
"2016-08-29",207
"2016-08-30",187
"2016-08-31",218
"2016-09-01",231
"2016-09-02",197
"2016-09-03",188
"2016-09-04",177
"2016-09-05",180
"2016-09-06",182
"2016-09-07",173
"2016-09-08",209
"2016-09-09",187
"2016-09-10",178
"2016-09-11",189
"2016-09-12",183
"2016-09-13",189
"2016-09-14",219
"2016-09-15",220
"2016-09-16",176
"2016-09-17",189
"2016-09-18",182
"2016-09-19",192
"2016-09-20",208
"2016-09-21",178
"2016-09-22",215
"2016-09-23",206
"2016-09-24",165
"2016-09-25",197
"2016-09-26",205
"2016-09-27",187
"2016-09-28",176
"2016-09-29",171
"2016-09-30",185
"2016-10-01",217
"2016-10-02",165
"2016-10-03",202
"2016-10-04",157
"2016-10-05",192
"2016-10-06",181
"2016-10-07",201
"2016-10-08",155
"2016-10-09",151
"2016-10-10",192
"2016-10-11",173
"2016-10-12",197
"2016-10-13",176
"2016-10-14",210
"2016-10-15",193
"2016-10-16",181
"2016-10-17",192
"2016-10-18",193
"2016-10-19",155
"2016-10-20",167
"2016-10-21",196
"2016-10-22",186
"2016-10-23",178
"2016-10-24",203
"2016-10-25",190
"2016-10-26",182
"2016-10-27",206
"2016-10-28",223
"2016-10-29",149
"2016-10-30",171
"2016-10-31",188
"2016-11-01",183
"2016-11-02",201
"2016-11-03",163
"2016-11-04",199
"2016-11-05",204
"2016-11-06",166
"2016-11-07",174
"2016-11-08",140
"2016-11-09",195
"2016-11-10",184
"2016-11-11",193
"2016-11-12",181
"2016-11-13",150
"2016-11-14",163
"2016-11-15",155
"2016-11-16",185
"2016-11-17",202
"2016-11-18",192
"2016-11-19",172
"2016-11-20",143
"2016-11-21",189
"2016-11-22",178
"2016-11-23",172
"2016-11-24",98
"2016-11-25",184
"2016-11-26",185
"2016-11-27",152
"2016-11-28",196
"2016-11-29",176
"2016-11-30",181
"2016-12-01",201
"2016-12-02",206
"2016-12-03",196
"2016-12-04",143
"2016-12-05",160
"2016-12-06",173
"2016-12-07",162
"2016-12-08",173
"2016-12-09",151
"2016-12-10",145
"2016-12-11",119
"2016-12-12",139
"2016-12-13",141
"2016-12-14",172
"2016-12-15",147
"2016-12-16",172
"2016-12-17",177
"2016-12-18",97
"2016-12-19",148
"2016-12-20",189
"2016-12-21",181
"2016-12-22",176
"2016-12-23",186
"2016-12-24",148
"2016-12-25",77
"2016-12-26",156
"2016-12-27",149
"2016-12-28",177
"2016-12-29",140
"2016-12-30",167
"2016-12-31",153
"2017-01-01",183
"2017-01-02",120
"2017-01-03",148
"2017-01-04",161
"2017-01-05",132
"2017-01-06",123
"2017-01-07",120
"2017-01-08",105
"2017-01-09",158
"2017-01-10",152
"2017-01-11",147
"2017-01-12",151
"2017-01-13",188
"2017-01-14",136
"2017-01-15",149
"2017-01-16",165
"2017-01-17",186
"2017-01-18",166
"2017-01-19",168
"2017-01-20",186
"2017-01-21",193
"2017-01-22",169
"2017-01-23",197
"2017-01-24",181
"2017-01-25",189
"2017-01-26",170
"2017-01-27",175
"2017-01-28",169
"2017-01-29",127
"2017-01-30",171
"2017-01-31",166
"2017-02-01",178
"2017-02-02",163
"2017-02-03",151
"2017-02-04",156
"2017-02-05",166
"2017-02-06",172
"2017-02-07",159
"2017-02-08",154
"2017-02-09",158
"2017-02-10",142
"2017-02-11",179
"2017-02-12",148
"2017-02-13",169
"2017-02-14",157
"2017-02-15",150
"2017-02-16",182
"2017-02-17",192
"2017-02-18",170
"2017-02-19",166
"2017-02-20",149
"2017-02-21",164
"2017-02-22",145
"2017-02-23",123
"2017-02-24",155
"2017-02-25",124
"2017-02-26",126
"2017-02-27",143
"2017-02-28",152
"2017-03-01",148
"2017-03-02",136
"2017-03-03",163
"2017-03-04",138
"2017-03-05",144
"2017-03-06",166
"2017-03-07",156
"2017-03-08",143
"2017-03-09",155
"2017-03-10",157
"2017-03-11",136
"2017-03-12",100
"2017-03-13",123
"2017-03-14",98
"2017-03-15",137
"2017-03-16",151
"2017-03-17",154
"2017-03-18",139
"2017-03-19",102
"2017-03-20",138
"2017-03-21",143
"2017-03-22",147
"2017-03-23",130
"2017-03-24",162
"2017-03-25",157
"2017-03-26",157
"2017-03-27",151
"2017-03-28",151
"2017-03-29",168
"2017-03-30",166
"2017-03-31",181
"2017-04-01",193
"2017-04-02",145
"2017-04-03",159
"2017-04-04",133
"2017-04-05",153
"2017-04-06",166
"2017-04-07",163
"2017-04-08",158
"2017-04-09",158
"2017-04-10",129
"2017-04-11",177
"2017-04-12",174
"2017-04-13",160
"2017-04-14",165
"2017-04-15",167
"2017-04-16",116
"2017-04-17",160
"2017-04-18",157
"2017-04-19",180
"2017-04-20",188
"2017-04-21",195
"2017-04-22",140
"2017-04-23",156
"2017-04-24",158
"2017-04-25",180
"2017-04-26",151
"2017-04-27",176
"2017-04-28",176
"2017-04-29",140
"2017-04-30",129
"2017-05-01",183
"2017-05-02",154
"2017-05-03",165
"2017-05-04",189
"2017-05-05",161
"2017-05-06",175
"2017-05-07",141
"2017-05-08",172
"2017-05-09",170
"2017-05-10",160
"2017-05-11",176
"2017-05-12",213
"2017-05-13",161
"2017-05-14",148
"2017-05-15",199
"2017-05-16",172
"2017-05-17",189
"2017-05-18",181
"2017-05-19",193
"2017-05-20",159
"2017-05-21",155
"2017-05-22",184
"2017-05-23",168
"2017-05-24",209
"2017-05-25",174
"2017-05-26",181
"2017-05-27",174
"2017-05-28",131
"2017-05-29",151
"2017-05-30",189
"2017-05-31",158
"2017-06-01",197
"2017-06-02",207
"2017-06-03",189
"2017-06-04",166
"2017-06-05",179
"2017-06-06",198
"2017-06-07",193
"2017-06-08",190
"2017-06-09",188
"2017-06-10",208
"2017-06-11",200
"2017-06-12",182
"2017-06-13",206
"2017-06-14",209
"2017-06-15",202
"2017-06-16",197
"2017-06-17",199
"2017-06-18",179
"2017-06-19",174
"2017-06-20",188
"2017-06-21",192
"2017-06-22",224
"2017-06-23",206
"2017-06-24",190
"2017-06-25",180
"2017-06-26",193
"2017-06-27",196
"2017-06-28",160
"2017-06-29",196
"2017-06-30",201
"2017-07-01",204
"2017-07-02",164
"2017-07-03",214
"2017-07-04",167
"2017-07-05",182
"2017-07-06",197
"2017-07-07",175
"2017-07-08",179
"2017-07-09",193
"2017-07-10",195
"2017-07-11",202
"2017-07-12",193
"2017-07-13",211
"2017-07-14",207
"2017-07-15",218
"2017-07-16",171
"2017-07-17",241
"2017-07-18",203
"2017-07-19",209
"2017-07-20",195
"2017-07-21",215
"2017-07-22",179
"2017-07-23",182
"2017-07-24",165
"2017-07-25",225
"2017-07-26",178
"2017-07-27",218
"2017-07-28",245
"2017-07-29",170
"2017-07-30",177
"2017-07-31",213
"2017-08-01",241
"2017-08-02",182
"2017-08-03",234
"2017-08-04",311
"2017-08-05",317
"2017-08-06",229
"2017-08-07",178
"2017-08-08",200
"2017-08-09",213
"2017-08-10",200
"2017-08-11",210
"2017-08-12",207
"2017-08-13",165
"2017-08-14",232
"2017-08-15",237
"2017-08-16",222
"2017-08-17",195
"2017-08-18",214
"2017-08-19",225
"2017-08-20",171
"2017-08-21",193
"2017-08-22",204
"2017-08-23",187
"2017-08-24",227
"2017-08-25",185
"2017-08-26",195
"2017-08-27",177
"2017-08-28",180
"2017-08-29",172
"2017-08-30",212
"2017-08-31",143
"2017-09-01",181
"2017-09-02",184
"2017-09-03",163
"2017-09-04",138
"2017-09-05",154
"2017-09-06",159
"2017-09-07",188
"2017-09-08",167
"2017-09-09",187
"2017-09-10",172
"2017-09-11",166
"2017-09-12",194
"2017-09-13",180
"2017-09-14",205
"2017-09-15",230
"2017-09-16",194
"2017-09-17",205
"2017-09-18",190
"2017-09-19",188
"2017-09-20",184
"2017-09-21",193
"2017-09-22",194
"2017-09-23",184
"2017-09-24",178
"2017-09-25",207
"2017-09-26",190
"2017-09-27",176
"2017-09-28",179
"2017-09-29",206
"2017-09-30",183
"2017-10-01",181
"2017-10-02",196
"2017-10-03",206
"2017-10-04",193
"2017-10-05",166
"2017-10-06",199
"2017-10-07",201
"2017-10-08",156
"2017-10-09",198
"2017-10-10",189
"2017-10-11",157
"2017-10-12",208
"2017-10-13",183
"2017-10-14",155
"2017-10-15",162
"2017-10-16",217
"2017-10-17",158
"2017-10-18",190
"2017-10-19",203
"2017-10-20",234
"2017-10-21",191
"2017-10-22",175
"2017-10-23",184
"2017-10-24",192
"2017-10-25",183
"2017-10-26",185
"2017-10-27",211
"2017-10-28",177
"2017-10-29",166
"2017-10-30",158
"2017-10-31",157
"2017-11-01",175
"2017-11-02",172
"2017-11-03",216
"2017-11-04",183
"2017-11-05",166
"2017-11-06",190
"2017-11-07",176
"2017-11-08",199
"2017-11-09",170
"2017-11-10",172
"2017-11-11",175
"2017-11-12",140
"2017-11-13",173
"2017-11-14",172
"2017-11-15",186
"2017-11-16",216
"2017-11-17",182
"2017-11-18",189
"2017-11-19",149
"2017-11-20",206
"2017-11-21",164
"2017-11-22",165
"2017-11-23",122
"2017-11-24",192
"2017-11-25",184
"2017-11-26",153
"2017-11-27",204
"2017-11-28",181
"2017-11-29",197
"2017-11-30",210
"2017-12-01",234
"2017-12-02",194
"2017-12-03",163
"2017-12-04",208
"2017-12-05",185
"2017-12-06",173
"2017-12-07",147
"2017-12-08",183
"2017-12-09",169
"2017-12-10",143
"2017-12-11",192
"2017-12-12",193
"2017-12-13",178
"2017-12-14",179
"2017-12-15",182
"2017-12-16",218
"2017-12-17",174
"2017-12-18",210
"2017-12-19",222
"2017-12-20",180
"2017-12-21",208
"2017-12-22",211
"2017-12-23",200
"2017-12-24",142
"2017-12-25",69
"2017-12-26",128
"2017-12-27",120
"2017-12-28",163
"2017-12-29",162
"2017-12-30",150
"2017-12-31",104
"2018-01-01",126
"2018-01-02",127
"2018-01-03",157
"2018-01-04",134
"2018-01-05",164
"2018-01-06",111
"2018-01-07",108
"2018-01-08",164
"2018-01-09",158
"2018-01-10",181
"2018-01-11",164
"2018-01-12",164
"2018-01-13",134
"2018-01-14",118
"2018-01-15",120
"2018-01-16",146
"2018-01-17",147
"2018-01-18",160
"2018-01-19",178
"2018-01-20",194
"2018-01-21",167
"2018-01-22",197
"2018-01-23",176
"2018-01-24",144
"2018-01-25",160
"2018-01-26",168
"2018-01-27",189
"2018-01-28",139
"2018-01-29",186
"2018-01-30",154
"2018-01-31",191
"2018-02-01",180
"2018-02-02",158
"2018-02-03",127
"2018-02-04",102
"2018-02-05",116
"2018-02-06",136
"2018-02-07",120
"2018-02-08",123
"2018-02-09",112
"2018-02-10",118
"2018-02-11",94
"2018-02-12",125
"2018-02-13",153
"2018-02-14",136
"2018-02-15",153
"2018-02-16",161
"2018-02-17",149
"2018-02-18",115
"2018-02-19",139
"2018-02-20",126
"2018-02-21",160
"2018-02-22",156
"2018-02-23",166
"2018-02-24",155
"2018-02-25",158
"2018-02-26",137
"2018-02-27",161
"2018-02-28",150
"2018-03-01",158
"2018-03-02",154
"2018-03-03",135
"2018-03-04",143
"2018-03-05",143
"2018-03-06",151
"2018-03-07",157
"2018-03-08",125
"2018-03-09",167
"2018-03-10",155
"2018-03-11",132
"2018-03-12",163
"2018-03-13",154
"2018-03-14",143
"2018-03-15",160
"2018-03-16",157
"2018-03-17",166
"2018-03-18",142
"2018-03-19",136
"2018-03-20",150
"2018-03-21",158
"2018-03-22",160
"2018-03-23",169
"2018-03-24",163
"2018-03-25",141
"2018-03-26",169
"2018-03-27",148
"2018-03-28",160
"2018-03-29",146
"2018-03-30",176
"2018-03-31",152
"2018-04-01",140
"2018-04-02",157
"2018-04-03",149
"2018-04-04",164
"2018-04-05",147
"2018-04-06",165
"2018-04-07",124
"2018-04-08",151
"2018-04-09",162
"2018-04-10",165
"2018-04-11",170
"2018-04-12",175
"2018-04-13",201
"2018-04-14",175
"2018-04-15",141
"2018-04-16",185
"2018-04-17",172
"2018-04-18",156
"2018-04-19",167
"2018-04-20",186
"2018-04-21",135
"2018-04-22",149
"2018-04-23",174
"2018-04-24",186
"2018-04-25",186
"2018-04-26",203
"2018-04-27",182
"2018-04-28",180
"2018-04-29",162
"2018-04-30",173
"2018-05-01",224
"2018-05-02",193
"2018-05-03",164
"2018-05-04",174
"2018-05-05",205
"2018-05-06",146
"2018-05-07",198
"2018-05-08",179
"2018-05-09",192
"2018-05-10",199
"2018-05-11",164
"2018-05-12",172
"2018-05-13",145
"2018-05-14",185
"2018-05-15",183
"2018-05-16",173
"2018-05-17",201
"2018-05-18",184
"2018-05-19",186
"2018-05-20",166
"2018-05-21",179
"2018-05-22",182
"2018-05-23",181
"2018-05-24",186
"2018-05-25",184
"2018-05-26",195
"2018-05-27",178
"2018-05-28",183
"2018-05-29",206
"2018-05-30",207
"2018-05-31",201
"2018-06-01",223
"2018-06-02",183
"2018-06-03",186
"2018-06-04",186
"2018-06-05",199
"2018-06-06",204
"2018-06-07",179
"2018-06-08",178
"2018-06-09",212
"2018-06-10",207
"2018-06-11",198
"2018-06-12",200
"2018-06-13",191
"2018-06-14",187
"2018-06-15",173
"2018-06-16",200
"2018-06-17",177
"2018-06-18",209
"2018-06-19",195
"2018-06-20",228
"2018-06-21",192
"2018-06-22",183
"2018-06-23",223
"2018-06-24",215
"2018-06-25",223
"2018-06-26",209
"2018-06-27",214
"2018-06-28",209
"2018-06-29",194
"2018-06-30",210
"2018-07-01",196
"2018-07-02",229
"2018-07-03",199
"2018-07-04",150
"2018-07-05",192
"2018-07-06",205
"2018-07-07",187
"2018-07-08",150
"2018-07-09",200
"2018-07-10",221
"2018-07-11",187
"2018-07-12",216
"2018-07-13",227
"2018-07-14",185
"2018-07-15",187
"2018-07-16",188
"2018-07-17",189
"2018-07-18",196
"2018-07-19",207
"2018-07-20",229
"2018-07-21",191
"2018-07-22",179
"2018-07-23",217
"2018-07-24",210
"2018-07-25",205
"2018-07-26",208
"2018-07-27",177
"2018-07-28",199
"2018-07-29",181
"2018-07-30",212
"2018-07-31",208
"2018-08-01",223
"2018-08-02",264
"2018-08-03",270
"2018-08-04",240
"2018-08-05",223
"2018-08-06",218
"2018-08-07",232
"2018-08-08",220
"2018-08-09",210
"2018-08-10",231
"2018-08-11",190
"2018-08-12",160
"2018-08-13",223
"2018-08-14",220
"2018-08-15",226
"2018-08-16",223
"2018-08-17",197
"2018-08-18",200
"2018-08-19",162
"2018-08-20",172
"2018-08-21",194
"2018-08-22",214
"2018-08-23",198
"2018-08-24",198
"2018-08-25",202
"2018-08-26",148
"2018-08-27",207
"2018-08-28",200
"2018-08-29",185
"2018-08-30",212
"2018-08-31",194
"2018-09-01",186
"2018-09-02",167
"2018-09-03",167
"2018-09-04",192
"2018-09-05",179
"2018-09-06",179
"2018-09-07",179
"2018-09-08",207
"2018-09-09",166
"2018-09-10",199
"2018-09-11",161
"2018-09-12",178
"2018-09-13",181
"2018-09-14",216
"2018-09-15",183
"2018-09-16",194
"2018-09-17",211
"2018-09-18",182
"2018-09-19",182
"2018-09-20",196
"2018-09-21",205
"2018-09-22",216
"2018-09-23",184
"2018-09-24",197
"2018-09-25",190
"2018-09-26",196
"2018-09-27",192
"2018-09-28",182
"2018-09-29",183
"2018-09-30",173
"2018-10-01",181
"2018-10-02",188
"2018-10-03",164
"2018-10-04",169
"2018-10-05",155
"2018-10-06",174
"2018-10-07",159
"2018-10-08",153
"2018-10-09",146
"2018-10-10",154
